Modalidad;actividad;descripcion;lugar;direccion;calle;altura;barrio;comuna;fecha_ini;fecha_fin;tipo;tipo_actividad;disciplina;publico_objetivo;suspende_por_lluvia;gratuita;long;lat;links
Presencial;Avant premiere “El Escándalo” (Bombshell) con debate posterior;"Desayuno + Avant premiere “El Escándalo” (Bombshell) con debate posterior. Exclusivo para empleadxs del Ministerio de Cultura GCBA (actividad cerrada).
";SALA LEOPOLDO LUGONES;;AV. CORRIENTES;1530.0;SAN NICOLÁS;1.0;2020-02-13;2020-02-13;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;No;Si;-58.3886448513068;-34.604210213126;https://docs.google.com/forms/d/e/1FAIpQLSfSPGgv8f2Vw2SwPk2-qWF58aOwe7JPp55DEMXlD9sOEVk6vg/viewform
Presencial;Late el corazón de un perro;En un pueblo del interior, una azafata y un bombero tienen veinticuatro horas para convencer a una mujer de desprenderse de una sobreacumulación de objetos que la mantienen cautiva en su propia casa.;ESPACIO CALLEJÓN;;HUMAHUACA;3759.0;ALMAGRO;5.0;2020-02-01;2020-02-01;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;-58.4172858802911;-34.6022340737435;https://www.buenosaires.gob.ar/fiba
Presencial;Amor de V erano. Clases de Verano;Breaking con Coco y Space. Espacio Cultura Hip Hop;CENTRO CULTURAL RECOLETA;;JUNIN;1930.0;RECOLETA;2.0;2020-02-01;2020-02-01;Actividad;Encuentro;Mixto;Jóvenes (13-21);No;Si;-58.3915749334467;-34.5864969834147;http://www.centroculturalrecoleta.org/agenda
Presencial;"""La taberna del camino"", J. Negulesco - Ida Lupino: actriz, cineasta";Foco en la obra de una de las voces femeninas más potentes en el cine del Hollywood clásico. Se exhibirán en copias restauradas films poco vistos y diferentes clásicos;TEATRO SAN MARTÍN;;AVENIDA CORRIENTES;1530.0;SAN NICOLÁS;1.0;2020-02-26;2020-02-26;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;No;Si;-58.3886391689903;-34.6042417731319;
Presencial;Visitas a la casa y el jardín;Recorridos participativos para disfrutar en grupo y descubrir juntos el museo, el Jardín Andaluz y su historia.;MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;;JURAMENTO;2291.0;BELGRANO;13.0;2020-01-06;2020-01-06;Actividad;Visita / Recorrido;Patrimonio Material;Público General;No;Si;-58.4552642527823;-34.5611286837468;
Presencial;Una Noche en el Museo;Una guía poco convencional lleva a los chicos al detrás de escena de los museos, donde los personajes cobran vida. Una experiencia interactiva y muy divertida para hacer volar la imaginación.;MUSEO CASA CARLOS GARDEL;;JEAN JAURES;735.0;BALVANERA;3.0;2020-02-01;2020-02-01;Actividad;Función / Exhibición;Artes Escénicas;Niños (4-7);No;Si;-58.4078695;-34.6016682;
Presencial;Clínica de canto;Dirigida a todo aquel que quiera investigar su relación con la voz y el canto.;ESTUDIO URBANO;CURAPALIGUE 585;CURAPALIGUE;585.0;PARQUE CHACABUCO;7.0;2020-02-14;2020-03-06;Formación;0;Música;Público General;No;Si;-58.45125344545523;-34.63143414850367;https://www.buenosaires.gob.ar/cultura/musica/estudiourbano/cursos/canto
Presencial;Visitas a la casa y el jardín;Recorridos participativos para disfrutar en grupo y descubrir juntos el museo, el Jardín Andaluz y su historia.;MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;;JURAMENTO;2291.0;BELGRANO;13.0;2020-02-03;2020-02-03;Actividad;Visita / Recorrido;Patrimonio Material;Público General;No;Si;-58.4552642527823;-34.5611286837468;
Presencial;Visitas a la casa y el jardín;Recorridos participativos para disfrutar en grupo y descubrir juntos el museo, el Jardín Andaluz y su historia.;MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;;JURAMENTO;2291.0;BELGRANO;13.0;2020-02-06;2020-02-06;Actividad;Visita / Recorrido;Patrimonio Material;Público General;No;Si;-58.4552642527823;-34.5611286837468;
Presencial;Boom Chapadama;Compañía de teatro urbano. Una experiencia colectiva y potente que apunta a modificar el lugar del espectador y a recordarnos que somos ritmo, tribu i;SORPRESA!;;GUARDIA VIEJA;;ALMAGRO;5.0;2020-02-01;2020-02-01;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;;;
Presencial;Amor de V erano. Dj Set;Dj Set. Plaza Francia;CENTRO CULTURAL RECOLETA;;JUNIN;1930.0;RECOLETA;2.0;2020-02-13;2020-02-13;Actividad;Concierto / Recital;Música;Jóvenes (13-21);No;Si;-58.3915749334467;-34.5864969834147;http://www.centroculturalrecoleta.org/agenda
Presencial;Corsos PARQUE AVELLANEDA;Carnaval Porteño es un festejo que llega a cada rincón de la Ciudad, con un amplio abanico de espectáculos, siendo punto de encuentro de vecinos y familias.;CORSO PARQUE AVELLANEDA;;FERNANDEZ;600.0;PARQUE AVELLANEDA;9.0;2020-02-02;2020-02-02;Actividad;Fiesta popular;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;Si;Si;-58.4832476;-34.642007;
Presencial;"""La mujer leona"" Vibeke Idsøe - Nuevo cine noruego";Una selección de largometrajes recientes realizados en el país nórdico, representativos de la vitalidad y riqueza de su producción cinematográfica. En colaboración con la Embajada de Noruega;TEATRO SAN MARTÍN;;AVENIDA CORRIENTES;1530.0;SAN NICOLÁS;1.0;2020-02-19;2020-02-19;Actividad;Ciclo;Cine y Audiovisual;Público General;No;Si;-58.3886391689903;-34.6042417731319;
Presencial;Imagen y diseño de vestuario teatro-cine-tv;Docente: María Alejanda Soto;CENTRO CULTURAL SAN MARTÍN;;SARMIENTO;1551.0;SAN NICOLÁS;1.0;2020-02-11;2020-03-31;Formación;0;Artes Escénicas;Público General;No;Si;-58.3885823890446;-34.6053715211194;http://www.elculturalsanmartin.org/cursos-y-talleres/1136-imagen-y-diseno-de-vestuario-teatro-cine-t
Presencial;Proyecto Camarines;Diálogo monocromático entre la fotografía y las artes escénicas. Una ventana abierta a la intimidad de un elenco antes de hacer una obra. La ficción en potencia y la fragilidad detenida. Una conversac;ZELAYA TEATRO;;ZELAYA;3134.0;BALVANERA;3.0;2020-02-01;2020-02-01;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;-58.4100351461505;-34.6015888291476;
Presencial;Moksha;Acción performática que explora los estereotipos de género, los espacios de poder y los cuerpos sujetados a través de la danza y la música, interpretada únicamente por un contrabajo.;LA PERCALINA;;GUARDIA VIEJA;3566.0;ALMAGRO;5.0;2020-02-01;2020-02-01;Actividad;Concierto / Recital;Música;Público General;No;Si;-58.4149099306122;-34.6020091979592;
Presencial;Amor de V erano. Clases de Verano;Percuisión corporal con Marina Calzado Linage. Sala 6;CENTRO CULTURAL RECOLETA;;JUNIN;1930.0;RECOLETA;2.0;2020-02-12;2020-02-12;Actividad;Formación;Otros;Jóvenes (13-21);No;Si;-58.3915749334467;-34.5864969834147;http://www.centroculturalrecoleta.org/agenda
Presencial;Doblar mujer por línea de puntos revisitada;Diálogo performático humorístico entre coreógrafa y bailarina, una mirada analítica en la recreación de la obra original con video donde se confrontan recuerdos, críticas, lenguajes y trayectorias.;TEATRO PAYRÓ;SAN MARTIN 766;SAN MARTIN;766.0;RETIRO;1.0;2020-01-26;2020-01-28;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;-58.37419848222177;-34.5989979270356;https://festivales.buenosaires.gob.ar/2019/fiba/es/home
Presencial;Don Gil de las calzas verdes. Siglo de oro trans;La obra de Tirso de Molina y sus preguntas sobre el alma y el cuerpo se versionan en este Siglo de Oro trans, que interroga al género de mil modos distintos. Dirige Pablo Maritano;TEATRO DE LA RIBERA;;AV. DON PEDRO DE MENDOZA;1821.0;LA BOCA;4.0;2020-02-21;2020-02-21;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;-58.3607567369202;-34.6390421522054;
Presencial;Maria Elena;Obra Infantil basada en la gran autora Maria Elena Walsh, desde la creación de sus canciones;ANFITEATRO EVA PERÓN;;LEOPOLDO MARECHAL Y LILLO;832.0;CABALLITO;6.0;2020-01-12;2020-01-12;Actividad;Ciclo;Artes Escénicas;Niños (4-7);Si;Si;-58.4375564;-34.6051091;www.teatrolagalera.com.ar
Presencial;Rogelio;Una experiencia dentro de una carpa de sábanas durante una siesta correntina. Anécdotas, canciones y cuentos que denuncian los silencios guardados en la infancia a los adultos que no supieron estar.;JARDÍN DEL SUPERMERCADO COTO;;GUARDIA VIEJA ENTRE AGÜERO Y GALLO;;ALMAGRO;5.0;2020-02-01;2020-02-01;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;-58.4119484197464;-34.6027633539405;
Presencial;Taller de equilibrios y juegos;Divertidas técnicas cirsences para mover el cuerpo, por Diego Lejtman;USINA DEL ARTE;;AGUSTÍN R. CAFFARENA;1.0;LA BOCA;4.0;2020-02-08;2020-02-08;Actividad;Formación;Otros;Niños (4-7);No;Si;-58.3570997;-34.6287761;
Presencial;Visitas a la casa y el jardín;Recorridos participativos para disfrutar en grupo y descubrir juntos el museo, el Jardín Andaluz y su historia.;MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;;JURAMENTO;2291.0;BELGRANO;13.0;2020-01-15;2020-01-15;Actividad;Visita / Recorrido;Patrimonio Material;Público General;No;Si;-58.4552642527823;-34.5611286837468;
Presencial;Taller de collage veraniego;Te invitamos a un taller para conocer la técnica del collage a cargo de Estrellita Caracol, una experta en el arte de recortar, pegar y crear mundos divertidos e ingeniosos.;MUSEO DE ARTE MODERNO DE BUENOS AIRES;;AV. SAN JUAN;350.0;SAN TELMO;1.0;2020-02-22;2020-02-22;Actividad;Formación;Artes Visuales;Niños (4-7);No;Si;-58.3707230150043;-34.6218932900146;
Presencial;Marionetas de fábula;Lectura de una fábula y producción de marionetas inspiradas en los personajes de la historia. A cargo de María Jebsen.;MUSEO DE ARTES PLÁSTICAS EDUARDO SÍVORI;;AV. INFANTA ISABEL;555.0;PALERMO;14.0;2020-01-23;2020-01-23;Actividad;Encuentro;Mixto;Niños (4-7);No;Si;-58.4179707;-34.5691316;
Presencial;Trazos iluminados;Te invitamos a experimentar con crayones fluorescente en luz ultravioleta en las nuevas mesas luminosas MD provenientes del Mercado Didáctico. ¡Animate a los trazos en la oscuridad!;MUSEO DE ARTE MODERNO DE BUENOS AIRES;;AV. SAN JUAN;350.0;SAN TELMO;1.0;2020-02-21;2020-02-21;Actividad;Formación;Artes Visuales;Niños (4-7);No;Si;-58.3707230150043;-34.6218932900146;
Presencial;Tira con tirita y mandalas;"Actividad en torno a la muestra de ""Neón. Líneas del Cosmos"". Creación de collages y figuras con tiras de papel y coloreado de mandalas con fibras flúo.";MUSEO DE ESCULTURAS LUIS PERLOTTI;;PUJOL;644.0;CABALLITO;6.0;2020-02-22;2020-02-22;Actividad;Formación;Diseño;Niños (4-7);No;Si;-58.4482561989493;-34.6150278266397;
Presencial;15 minutos de cardio;Bicicleteros EcoBici;BICICLETEROS ECO BICI;;GUADIA VIEJA ENTRE AGÜERO Y BILINGHURST;;ALMAGRO;5.0;2020-02-01;2020-02-01;Actividad;Encuentro;Otros;Público General;No;Si;-58.4114239653751;-34.602893322945;
Presencial;Seminario intensivo de danzaterapia;Docente: Moira Lopez Bustingorri y Paula Malfettani;CENTRO CULTURAL SAN MARTÍN;;SARMIENTO;1551.0;SAN NICOLÁS;1.0;2020-02-14;2020-03-20;Formación;0;Artes Escénicas;Público General;No;Si;-58.3885823890446;-34.6053715211194;http://www.elculturalsanmartin.org/cursos-y-talleres/1143-seminario-intensivo-de-danzaterapia
Presencial;Amor de V erano. Visitas guiadas;Visitas guiadas. Pasaje del Tilo;CENTRO CULTURAL RECOLETA;;JUNIN;1930.0;RECOLETA;2.0;2020-02-11;2020-01-21;Actividad;Formación;Otros;Jóvenes (13-21);No;Si;-58.3915749334467;-34.5864969834147;http://www.centroculturalrecoleta.org/agenda
Presencial;Mirando hacia abajo;Recorrido por la casa de Enrique Larreta para investigar los diferentes tipos de pisos que se encuentran en ella y a través del dibujo diseñar nuestra propia olambrilla (azulejo de piso);MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;;JURAMENTO;2291.0;BELGRANO;13.0;2020-02-12;2020-02-12;Actividad;Visita / Recorrido;Artes Visuales;Niños (4-7);No;Si;-58.4552642527823;-34.5611286837468;
Presencial;Visitando a Belgrano;Visita guiada por el Salón Manuel Belgrano, expuesto en las salas A y B del museo.;MUSEO DE ARTES PLÁSTICAS EDUARDO SÍVORI;;AV. INFANTA ISABEL;555.0;PALERMO;14.0;2020-01-06;2020-01-06;Actividad;Visita / Recorrido;Artes Visuales;Adultos Mayores (+65);No;Si;-58.4179707;-34.5691316;
Presencial;Temporada de teatro de verano en el Museo Larreta;"El grupo ""La Galera"", con dirección de Héctor Presa, interpreta los espectáculos infantiles ""Hansel y Gretel"" y ""Había una vez una canción"".
";MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;;JURAMENTO;2291.0;BELGRANO;13.0;2020-01-25;2020-01-25;Actividad;Ciclo;Artes Escénicas;Público General;No;Si;-58.4552642527823;-34.5611286837468;
Presencial;Corsos ALMAGRO;Carnaval Porteño es un festejo que llega a cada rincón de la Ciudad, con un amplio abanico de espectáculos, siendo punto de encuentro de vecinos y familias.;CORSO ALMAGRO;;DIAZ VELEZ AV.;4300.0;ALMAGRO;5.0;2020-02-24;2020-02-24;Actividad;Fiesta popular;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;Si;Si;-58.4168375;-34.6084065;
Presencial;Taller de verano: Acuarela;Luego de observar el jardín del museo los asistentes pintarán en papel de acuarela lo que más les haya llamado la atención. Se verá degradé, húmedo sobre húmedo y húmedo sobre seco.;MUSEO DE ARTE HISPANOAMERICANO ISAAC FERNÁNDEZ BLANCO - PALACIO NOEL;;SUIPACHA;1422.0;RECOLETA;2.0;2020-02-27;2020-02-27;Actividad;Formación;Artes Visuales;Primera infancia (0-3);No;Si;-58.3799282809011;-34.590901591725;
Presencial;El Cristal;Show de danza aérea en el que tres performers desplegarán una coreografía vertical sincrónica llena de figuras, acrobacias y encuentros en el aire, sobre la arquitectura del shopping Abasto.;FACHADA DEL ABASTO SHOPPING;;GUARDIA VIEJA Y AGÜERO;;ALMAGRO;5.0;2020-02-01;2020-02-01;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;-58.4113393759604;-34.6029072481834;
Presencial;Corsos LUGANO 2;Carnaval Porteño es un festejo que llega a cada rincón de la Ciudad, con un amplio abanico de espectáculos, siendo punto de encuentro de vecinos y familias.;CORSO LUGANO II;;DE LA TORRE, LISANDRO AV.;4800.0;VILLA LUGANO;8.0;2020-02-25;2020-02-25;Actividad;Fiesta popular;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;Si;Si;-58.5007243279799;-34.662065943256;
Presencial;Ñande Rova;Podrían no haberse arrepentido. Podrían haberse reemplazado fácilmente. Podrían haberse muerto. Podrían no estar aquí para recordarlo. Podrían haberse ido y no haber vuelto. Podrían no ser ellos.;USINA DEL ARTE;;AGUSTÍN R. CAFFARENA;1.0;LA BOCA;4.0;2020-01-25;2020-01-26;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;-58.3570997;-34.6287761;https://festivales.buenosaires.gob.ar/2019/fiba/es/home
Presencial;Viernes de VHS;"Todos los viernes de enero y febrero al atardecer se presentará una película producida bajo el sello del VHS
con la participación de su director y posterior debate.";MUSEO DEL CINE PABLO DUCRÓS HICKEN;;CAFFARENA, AGUSTIN R.;51.0;LA BOCA;4.0;2020-01-03;2020-01-03;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;No;Si;-58.3567;-34.629361;
Presencial;Periodismo cultural;Docente: Adriana Muscillo;CENTRO CULTURAL SAN MARTÍN;;SARMIENTO;1551.0;SAN NICOLÁS;1.0;2020-02-14;2020-03-20;Formación;0;Otros;Público General;No;Si;-58.3885823890446;-34.6053715211194;http://www.elculturalsanmartin.org/cursos-y-talleres/1127-periodismo-cultural
Presencial;Jugando con mi memoria visual;Espacio de juego lúdico a base de juegos sostenidos por la atención, retención y memoria visual. A cargo de la Lic. Dolores Viana.;MUSEO DE ARTES PLÁSTICAS EDUARDO SÍVORI;;AV. INFANTA ISABEL;555.0;PALERMO;14.0;2020-02-05;2020-02-05;Actividad;Encuentro;Artes Visuales;Niños (4-7);No;Si;-58.4179707;-34.5691316;
Presencial;Barroco en Barracas. Las novias del templo escondido;Sobre los muros de un viejo templo se despliega esta historia de dolor y de muerte. La arquitectura en cruce con la danza y un mito que vertebra la puesta en escena. Un proyecto de Museos en Danza.;COMPLEJO HISTÓRICO SANTA FELICITAS;PINZON 1480;PINZON;1480.0;BARRACAS;4.0;2020-01-29;2020-01-31;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;-58.37235157658823;-34.63690544305212;https://festivales.buenosaires.gob.ar/2019/fiba/es/home
Presencial;Patio Gastronómico;Puestos y foodtrucks para vivir una noche tropical: Waimea, Moros en la costa, Barra jugos Purificare, Cascada de chocolate, Gilab helados, Moto Café;USINA DEL ARTE;;AGUSTÍN R. CAFFARENA;1.0;LA BOCA;4.0;2020-02-07;2020-02-07;Actividad;Encuentro;Otros;Público General;No;Si;-58.3570997;-34.6287761;
Presencial;Los Barrabaces;Este trío poderoso que se define como autóctono y eléctrico se planta en escena desde una impronta seductora y enérgica. Sus canciones retoman lo visceral del folklore y la vitalidad del rock.;ESCENARIO BALCON;;GUARDIA VIEJA;3549.0;ALMAGRO;5.0;2020-02-02;2020-02-02;Actividad;Concierto / Recital;Música;Público General;No;Si;-58.4147341877551;-34.6018695591837;
Presencial;REVANCHA;Tarde de rock con una banda típica de Mataderos.;ESPACIO CULTURAL CHACRA DE LOS REMEDIOS;;AV. DIRECTORIO Y LACARRA;;PARQUE AVELLANEDA;9.0;2020-01-04;2020-01-04;Actividad;Concierto / Recital;Música;Público General;Si;Si;-58.4799281761459;-34.6413019743389;
Presencial;"Taller “La tierra se comparte""";Taller para experimentar la fusión de la naturaleza y la tecnología a partir de un acto tan cotidiano como el reciclaje y los conceptos básicos de jardín vertical.;MUSEO DE ARTE MODERNO DE BUENOS AIRES;;AV. SAN JUAN;350.0;SAN TELMO;1.0;2020-01-29;2020-01-29;Actividad;Formación;Otros;Niños (4-7);No;Si;-58.3707230150043;-34.6218932900146;
Presencial;Masterclass: Pippo del Bono - Imágenes y Palabras;Masterclass a cargo de Pippo del Bono.;ISTITUTO ITALIANO DI CULTURA;ALVEAR, MARCELO T. DE 1119;ALVEAR, MARCELO T. DE;1119.0;RECOLETA;2.0;2020-01-30;2020-01-30;Actividad;Formación;Artes Escénicas;Público General;No;Si;-58.3832415769151;-34.59680413427785;https://festivales.buenosaires.gob.ar/2019/fiba/es/home
Presencial;"""La vis cómica"", de Mauricio Kartun";Escrita y dirigida por Mauricio Kartun. La inefable compañía teatral de Angulo desembarca en la Buenos Ayres virreinal, embarrada y contrabandista. El vínculo, a menudo ruinoso, entre artistas y poder;TEATRO SAN MARTÍN;;AVENIDA CORRIENTES;1530.0;SAN NICOLÁS;1.0;2020-02-29;2020-02-29;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;-58.3886391689903;-34.6042417731319;
Presencial;"""El Amante del Amor"", sonetos de William Shakespeare";En un mundo onírico, cinco actores recorren los grandes temas-enigmas de la humanidad: La vida, la muerte, el alma, el amor, el odio, la codicia, la juventud y la vejez.;MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;;JURAMENTO;2291.0;BELGRANO;13.0;2020-02-29;2020-02-29;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;-58.4552642527823;-34.5611286837468;
Presencial;Visitas a la casa y el jardín;Recorridos participativos para disfrutar en grupo y descubrir juntos el museo, el Jardín Andaluz y su historia.;MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;;JURAMENTO;2291.0;BELGRANO;13.0;2020-01-29;2020-01-29;Actividad;Visita / Recorrido;Patrimonio Material;Público General;No;Si;-58.4552642527823;-34.5611286837468;
